OBJECTID,Owner,Path,Source,Type,HIFLD_ID,Name,Max_Voltage,ZIP_CODE,STATE,COUNTY,CITY,Lon,Lat
2593,SMUD,,CEC,SUBSTATION,309161,Baseline,60,95747,CA,Placer County,Roseville,-121.3140177,38.75211412
2594,Other,,CEC,SUBSTATION,308250,PG2,,95678,CA,Placer County,Roseville,-121.3089818,38.77889884
2595,Other,,CEC,SUBSTATION,301940,PG1,,95678,CA,Placer County,Roseville,-121.3086203,38.77581843
2596,Other,,CEC,SUBSTATION,304136,Cirby,60,95661,CA,Placer County,Roseville,-121.269809,38.72833851
2597,Other,15X,CEC,SUBSTATION,307186,High Winds,500,94571,CA,Solano County,Unincorporated,-121.8307771,38.12739586
2598,Other,,CEC,SUBSTATION,301038,Teichert,,95304,CA,San Joaquin County,Unincorporated,-121.3563186,37.61728162
2599,SVP,,CEC,SUBSTATION,309696,Walsh,60,95050,CA,Santa Clara County,Santa Clara,-121.9563813,37.36937638
2600,Other,,CEC,SUBSTATION,309197,Pecho Valley,,93424,CA,San Luis Obispo County,Unincorporated,-120.8512451,35.21590889
2601,SCE,,CEC,SUBSTATION,300869,Oro Grande,33,92368,CA,San Bernardino County,Unincorporated,-117.3350595,34.60145611
2602,SCE,,CEC,SUBSTATION,304414,George Air Force Base,,92394,CA,San Bernardino County,Victorville,-117.3693753,34.58002088
2603,SCE,,CEC,SUBSTATION,306736,MWD Etiwanda,,91739,CA,San Bernardino County,Rancho Cucamonga,-117.5264367,34.10370114
2604,Other,,CEC,SUBSTATION,305855,MWD Temescal,66,92881,CA,Riverside County,Unincorporated,-117.4972091,33.83390123
2605,IID,,CEC,SUBSTATION,309207,Unknown,92,92203,CA,Riverside County,Indio,-116.2550995,33.74286956
2606,PG&E,,CEC,SUBSTATION,303019,Colusa Junction,60,95932,CA,Colusa County,Unincorporated,-121.9904572,39.19110887
2607,PG&E,,CEC,SUBSTATION,309619,Unknown,230,94551,CA,Alameda County,Unincorporated,-121.7332975,37.74248968
2608,Other,,CEC,SUBSTATION,304643,Optical Coating Laboratory,,95407,CA,Sonoma County,Santa Rosa,-122.7475471,38.41865473
2609,Other,,CEC,SUBSTATION,302206,Industrial,,95678,CA,Placer County,Roseville,-121.3077791,38.78153534
2610,PG&E,,CEC,SUBSTATION,305049,West Point,60,95666,CA,Amador County,Unincorporated,-120.5497737,38.42101505
2611,Other,,CEC,,,Unknown,,95247,CA,Calaveras County,Unincorporated,-120.380814,38.17728926
2612,PG&E,,CEC,SUBSTATION,306408,Unknown,60,95242,CA,San Joaquin County,Unincorporated,-121.3861773,38.13803636
2613,PG&E,,CEC,SUBSTATION,309511,Dyer Rd. Altamont,60,94514,CA,Alameda County,Unincorporated,-121.660036,37.75530193
2614,Other,,CEC,SUBSTATION,301851,Brigatano,60,95004,CA,San Benito County,Unincorporated,-121.6032411,36.88170591
2615,SVP,,CEC,SUBSTATION,307330,Fiberglas,,95050,CA,Santa Clara County,Santa Clara,-121.9506779,37.37197302
2616,Other,,CEC,SUBSTATION,300722,Unknown,60,95356,CA,Stanislaus County,Unincorporated,-121.0136898,37.71068202
2617,Other,,CEC,SUBSTATION,309239,Unknown,60,95356,CA,Stanislaus County,Unincorporated,-121.0417369,37.70470281
2618,Other,,CEC,SUBSTATION,301499,Unknown,69,95386,CA,Stanislaus County,Unincorporated,-120.6068048,37.64504464
2619,PG&E,,CEC,SUBSTATION,303355,Westley,115,95363,CA,Stanislaus County,Unincorporated,-121.2059602,37.57957789
2620,Other,,CEC,SUBSTATION,301135,Jr Wood,115,95388,CA,Merced County,Unincorporated,-120.6317933,37.3635047
2621,PG&E,,CEC,SUBSTATION,304045,Bonita Tap,70,93637,CA,Madera County,Unincorporated,-120.2026749,36.96772403
2622,Other,,CEC,SUBSTATION,306741,Cooper,115,95348,CA,Merced County,Merced,-120.5119757,37.3189093
2623,Other,,CEC,SUBSTATION,307382,SC Johnson Wax,115,93725,CA,Fresno County,Unincorporated,-119.737072,36.70011514
2624,PG&E,,CEC,SUBSTATION,309046,Stroud Switching Station,60,93660,CA,Fresno County,Unincorporated,-120.1704548,36.53156657
2625,Other,,CEC,SUBSTATION,309840,Jacalitio,60,93210,CA,Fresno County,Coalinga,-120.245123,36.13094168
2626,PG&E,,CEC,SUBSTATION,310107,Lemoore N.A.S.,60,93246,CA,Kings County,Unincorporated,-119.9062759,36.2645078
2627,PG&E,,CEC,SUBSTATION,303370,King City,60,93930,CA,Monterey County,King City,-121.1271469,36.21699729
2628,SCE,,CEC,SUBSTATION,302386,Hanford,,93230,CA,Kings County,Hanford,-119.6543971,36.31291154
2629,Other,,CEC,SUBSTATION,303392,Armstrong Ss,60,93230,CA,Kings County,Hanford,-119.6545088,36.26903562
2630,Other,,CEC,SUBSTATION,303208,GWF Hanford,60,93230,CA,Kings County,Hanford,-119.6473706,36.26974983
2631,Other,,CEC,SUBSTATION,305728,Contadina,,93230,CA,Kings County,Unincorporated,-119.6490377,36.25516045
2632,PG&E,,CEC,SUBSTATION,303799,Las Perillas Pumps,,93204,CA,Kings County,Unincorporated,-119.9083816,35.84304303
2633,PG&E,,CEC,SUBSTATION,308184,Badger Hill Pumps,,93204,CA,Kings County,Unincorporated,-119.9426154,35.83498773
2634,SCE,,CEC,SUBSTATION,302988,Riverway,66,93291,CA,Tulare County,Visalia,-119.3129715,36.35733718
2635,SCE,,CEC,SUBSTATION,303081,Mooney,66,93277,CA,Tulare County,Visalia,-119.3117235,36.31853504
2636,PG&E,,CEC,SUBSTATION,307440,Polonio Pass,70,93461,CA,San Luis Obispo County,Unincorporated,-120.2077977,35.7309326
2637,PG&E,,CEC,SUBSTATION,301417,Bluestone,70,93249,CA,Kern County,Unincorporated,-120.0841888,35.70756238
2638,Other,,CEC,SUBSTATION,306684,Mobil Exploration,,93249,CA,Kern County,Unincorporated,-119.7522213,35.64491654
2639,Other,,CEC,SUBSTATION,303497,Unknown,70,93249,CA,Kern County,Unincorporated,-119.7260226,35.60156785
2640,PG&E,,CEC,SUBSTATION,306083,South Belridge Cogen,115,93251,CA,Kern County,Unincorporated,-119.7339932,35.4486638
2641,PG&E,,CEC,SUBSTATION,303489,Belridge 1A,115,93251,CA,Kern County,Unincorporated,-119.6319178,35.4562202
2642,PG&E,,CEC,SUBSTATION,301994,Belridge 1B,115,93251,CA,Kern County,Unincorporated,-119.6609901,35.4439513
2643,PG&E,,CEC,SUBSTATION,303390,King Ellis,,93251,CA,Kern County,Unincorporated,-119.7510309,35.47018145
2644,PG&E,,CEC,SUBSTATION,303688,Tevis,70,93311,CA,Kern County,Bakersfield,-119.1289522,35.319597
2645,Other,,CEC,SUBSTATION,308232,Wind Gap,230,93313,CA,Kern County,Unincorporated,-118.9775458,35.0141651
2646,SCE,,CEC,SUBSTATION,307766,Ultragen,66,93250,CA,Kern County,Unincorporated,-119.051819,35.74210436
2647,LADWP,,CEC,SUBSTATION,308955,Pine Tree Wind Farm,230,93518,CA,Kern County,Unincorporated,-118.1762951,35.24694531
2648,SCE,,CEC,SUBSTATION,307069,Dutchwind,66,93501,CA,Kern County,Unincorporated,-118.3205828,35.06200315
2649,SCE,,CEC,SUBSTATION,308990,Mogen,115,93516,CA,Kern County,Unincorporated,-117.7015827,35.03228875
2650,SCE,,CEC,SUBSTATION,303825,Ventura,66,93001,CA,Ventura County,Ventura,-119.3010385,34.27976053
2651,SCE,,CEC,SUBSTATION,305839,Missile,66,93041,CA,Ventura County,Unincorporated,-119.0956835,34.12874902
2652,SCE,,CEC,SUBSTATION,301988,Rancho,33,92307,CA,San Bernardino County,Apple Valley,-117.2156822,34.51757917
2653,SCE,,CEC,SUBSTATION,301061,Victorville,33,92395,CA,San Bernardino County,Victorville,-117.2951374,34.53535066
2654,SCE,,CEC,SUBSTATION,304198,Huston,33,92325,CA,San Bernardino County,Unincorporated,-117.2854823,34.24286195
2655,SCE,,CEC,SUBSTATION,308426,Unknown,,92220,CA,Riverside County,Banning,-116.9232031,33.9477822
2656,SCE,,CEC,SUBSTATION,302348,Grapeland,66,91730,CA,San Bernardino County,Rancho Cucamonga,-117.533316,34.09050178
2657,SCE,,CEC,SUBSTATION,304031,Metalcan,66,91752,CA,Riverside County,Jurupa Valley,-117.5214519,34.03301841
2658,SCE,,CEC,SUBSTATION,309271,Ontario,66,91761,CA,San Bernardino County,Ontario,-117.6456358,34.05649126
2659,SCE,,CEC,SUBSTATION,301017,Plastic,66,91710,CA,San Bernardino County,Chino,-117.7086853,33.99376264
2660,SCE,,CEC,SUBSTATION,308828,Flanco,,92335,CA,San Bernardino County,Fontana,-117.440474,34.09563526
2661,SCE,,CEC,SUBSTATION,308330,Fibre,66,92509,CA,Riverside County,Jurupa Valley,-117.3766349,34.0230499
2662,SCE,,CEC,SUBSTATION,304169,Kempster,66,92335,CA,San Bernardino County,Fontana,-117.4346845,34.07679718
2663,SCE,,CEC,SUBSTATION,306462,Rialto,66,92376,CA,San Bernardino County,Rialto,-117.368353,34.10130445
2664,SCE,,CEC,SUBSTATION,303520,Euclid,,91764,CA,San Bernardino County,Ontario,-117.6323194,34.08192598
2665,SCE,,CEC,SUBSTATION,302123,Valencia,66,92405,CA,San Bernardino County,San Bernardino,-117.2864129,34.164599
2666,SCE,,CEC,SUBSTATION,303577,Sixteenth Street,,92411,CA,San Bernardino County,San Bernardino,-117.3043733,34.1288882
2667,SCE,,CEC,SUBSTATION,303491,Mt. Vernon,66,92411,CA,San Bernardino County,San Bernardino,-117.3103556,34.12072036
2668,SCE,,CEC,SUBSTATION,310512,Tippecanoe,66,92410,CA,San Bernardino County,San Bernardino,-117.2583267,34.12095856
2669,SCE,,CEC,SUBSTATION,309983,Lucerne,115,92356,CA,San Bernardino County,Unincorporated,-116.9466369,34.44514481
2670,SCE,,CEC,SUBSTATION,307596,Daggett,33,92327,CA,San Bernardino County,Unincorporated,-116.8909496,34.86248816
2671,SCE,,CEC,SUBSTATION,302856,East Barstow,33,92311,CA,San Bernardino County,Barstow,-117.0018638,34.88999449
2672,SCE,,CEC,SUBSTATION,305948,Barstow,33,92311,CA,San Bernardino County,Barstow,-117.0221335,34.90108975
2673,SCE,,CEC,SUBSTATION,303048,West Barstow,33,92311,CA,San Bernardino County,Barstow,-117.049312,34.89160541
2674,SCE,,CEC,SUBSTATION,309339,Hinkley,33,92347,CA,San Bernardino County,Unincorporated,-117.1540201,34.9072516
2675,SCE,,CEC,SUBSTATION,306552,Ordway,33,92311,CA,San Bernardino County,Barstow,-117.1177491,34.86475877
2676,SCE,,CEC,SUBSTATION,306095,Joshua Tree,115,92252,CA,San Bernardino County,Unincorporated,-116.3156637,34.1359889
2677,SCE,,CEC,SUBSTATION,310355,Twentynine Palms,115,92277,CA,San Bernardino County,Twentynine Palms,-116.0537102,34.13779814
2678,SCE,,CEC,SUBSTATION,305685,Smiley,,92373,CA,San Bernardino County,Redlands,-117.1653247,34.02772415
2679,Other,,CEC,SUBSTATION,303189,Arbors,66,91739,CA,San Bernardino County,Rancho Cucamonga,-117.5452261,34.10244419
2680,SCE,,CEC,SUBSTATION,304528,Riteaid,66,93536,CA,Los Angeles County,Lancaster,-118.1788309,34.7209336
2681,SCE,,CEC,SUBSTATION,310054,Acton,115,93510,CA,Los Angeles County,Unincorporated,-118.1993437,34.51022848
2682,SCE,,CEC,SUBSTATION,301093,Shelline,66,91302,CA,Los Angeles County,Calabasas,-118.6644768,34.14938981
2683,SCE,,CEC,SUBSTATION,302388,Perez,66,92882,CA,Riverside County,Corona,-117.5884483,33.88193703
2684,SCE,,CEC,SUBSTATION,302250,Hemet,33,92543,CA,Riverside County,Hemet,-116.9756602,33.74682731
2685,SCE,,CEC,SUBSTATION,303434,Stent,115,92591,CA,Riverside County,Temecula,-117.1590692,33.51782986
2686,SCE,,CEC,SUBSTATION,304899,Unknown,33,92220,CA,Riverside County,Banning,-116.876008,33.92128128
2687,SCE,,CEC,SUBSTATION,300220,Desert Outpost,115,92234,CA,Riverside County,Cathedral City,-116.4726024,33.80845523
2688,SCE,,CEC,SUBSTATION,310089,Sunny Dunes,,92264,CA,Riverside County,Palm Springs,-116.5435857,33.81299035
2689,SCE,,CEC,SUBSTATION,305976,Palm Canyon,,92264,CA,Riverside County,Palm Springs,-116.5432439,33.79897529
2690,IID,,CEC,SUBSTATION,304146,Unknown,92,92201,CA,Riverside County,Indio,-116.2543635,33.7259849
2691,IID,,CEC,SUBSTATION,305813,Unknown,92,92201,CA,Riverside County,Indio,-116.2341821,33.73144574
2692,IID,,CEC,SUBSTATION,307538,Unknown,92,92274,CA,Riverside County,Unincorporated,-116.1131999,33.52501628
2693,SCE,,CEC,SUBSTATION,307030,Titans,,92831,CA,Orange County,Fullerton,-117.8873634,33.87894152
2694,Other,,CEC,SUBSTATION,301711,Hannum,69,92801,CA,Orange County,Anaheim,-117.9681754,33.83755882
2695,Other,,CEC,SUBSTATION,307184,Southwest,69,92802,CA,Orange County,Anaheim,-117.9332035,33.80803397
2696,Other,,CEC,SUBSTATION,301344,Sharp,69,92801,CA,Orange County,Anaheim,-117.9106911,33.84837748
2697,Other,,CEC,SUBSTATION,306997,Vermont,69,92805,CA,Orange County,Anaheim,-117.9024838,33.82668375
2698,Other,,CEC,SUBSTATION,307268,Yorba,69,92807,CA,Orange County,Anaheim,-117.8071247,33.85820599
2699,SCE,,CEC,SUBSTATION,306273,Kinder,,92867,CA,Orange County,Orange,-117.86969,33.81267548
2700,SCE,,CEC,SUBSTATION,307657,Costa Mesa,,92663,CA,Orange County,Newport Beach,-117.9250012,33.62954877
2701,SDG&E,Southwest Powerlink,CEC,SUBSTATION,309405,Barrett,69,91935,CA,San Diego County,Unincorporated,-116.7001427,32.66719695
2702,SDG&E,,CEC,SUBSTATION,306409,Artesian,69,92127,CA,San Diego County,San Diego,-117.1342178,33.02116972
2703,SDG&E,,CEC,SUBSTATION,300708,Eastgate,69,92121,CA,San Diego County,San Diego,-117.2008384,32.88485153
2704,SDG&E,,CEC,SUBSTATION,308950,Grant Hill,138,92102,CA,San Diego County,San Diego,-117.1308139,32.7126482
2705,SDG&E,,CEC,SUBSTATION,300185,Otay Mesa,230,92154,CA,San Diego County,Unincorporated,-116.9113213,32.57413258
2706,IID,,CEC,SUBSTATION,304918,Second Imperial Geothermal,,92243,CA,Imperial County,El Centro,-115.5383555,32.76724014
2707,IID,,CEC,SUBSTATION,309163,Terminal Station,92,92243,CA,Imperial County,El Centro,-115.5494294,32.79565858
2708,IID,,CEC,SUBSTATION,303606,Aten,,92243,CA,Imperial County,Unincorporated,-115.5102463,32.82017958
2709,IID,,CEC,SUBSTATION,304663,Gateway,92,92231,CA,Imperial County,Unincorporated,-115.3730132,32.67546136
2710,IID,,CEC,SUBSTATION,303160,Salton Sea 5,92,92233,CA,Imperial County,Unincorporated,-115.639604,33.15371813
2711,SCE,LADWP-S,CEC,SUBSTATION,305929,Finance,66,91706,CA,Los Angeles County,Irwindale,-117.9799455,34.09949346
2712,SCE,,CEC,SUBSTATION,306586,Badillo,66,91790,CA,Los Angeles County,West Covina,-117.9261072,34.0822219
2713,SCE,,CEC,SUBSTATION,300528,Duarte,66,91010,CA,Los Angeles County,Duarte,-117.9657695,34.13866519
2714,SCE,,CEC,SUBSTATION,304101,Monrovia,66,91016,CA,Los Angeles County,Monrovia,-118.0028218,34.14300447
2715,SCE,,CEC,SUBSTATION,303297,Mayflower,66,91006,CA,Los Angeles County,Unincorporated,-118.008015,34.11844514
2716,SCE,,CEC,SUBSTATION,309168,Sierra Madre,66,91024,CA,Los Angeles County,Sierra Madre,-118.0545549,34.15824526
2717,SCE,,CEC,SUBSTATION,301656,Michillinda,66,91007,CA,Los Angeles County,Unincorporated,-118.0674658,34.12854766
2718,SCE,,CEC,SUBSTATION,307029,Temple,,91780,CA,Los Angeles County,Temple City,-118.0682685,34.10617907
2719,SCE,,CEC,SUBSTATION,308693,Ivar,66,91770,CA,Los Angeles County,Rosemead,-118.0759694,34.0881554
2720,SCE,,CEC,,,San Marino,,91108,CA,Los Angeles County,San Marino,-118.099343,34.12808975
2721,SCE,,CEC,SUBSTATION,304902,Hoyt,66,91733,CA,Los Angeles County,South El Monte,-118.0488728,34.05215852
2722,SCE,,CEC,SUBSTATION,306726,Sangar,,91030,CA,Los Angeles County,South Pasadena,-118.1654356,34.11216764
2723,SCE,,CEC,SUBSTATION,304601,Bartolo,66,90660,CA,Los Angeles County,Pico Rivera,-118.0782253,34.00190359
2724,SCE,,CEC,SUBSTATION,307116,Harding,66,90640,CA,Los Angeles County,Montebello,-118.1053235,34.02059386
2725,SCE,,CEC,SUBSTATION,307254,Montebello,66,90640,CA,Los Angeles County,Montebello,-118.1216643,34.00609425
2726,SCE,,CEC,SUBSTATION,307042,Friendly Hills,66,90603,CA,Los Angeles County,Whittier,-118.0066737,33.94801917
2727,SCE,,CEC,SUBSTATION,303948,Floraday,66,90241,CA,Los Angeles County,Downey,-118.0942072,33.93550647
2728,SCE,,CEC,SUBSTATION,310408,Woodruff,66,90706,CA,Los Angeles County,Bellflower,-118.1184703,33.89973377
2729,SCE,,CEC,SUBSTATION,303364,Siggen,66,90650,CA,Los Angeles County,Norwalk,-118.0676978,33.92451885
2730,SCE,,CEC,SUBSTATION,305683,Westgate,66,90606,CA,Los Angeles County,Unincorporated,-118.0648964,33.99005369
2731,SCE,,CEC,SUBSTATION,306980,Ringmill,,90723,CA,Los Angeles County,Paramount,-118.163863,33.89320648
2732,SCE,,CEC,SUBSTATION,307264,Terrace,66,90063,CA,Los Angeles County,Unincorporated,-118.1822514,34.05746641
2733,SCE,,CEC,SUBSTATION,303934,Belvedere,66,90063,CA,Los Angeles County,Unincorporated,-118.1789908,34.03653489
2734,SCE,,CEC,SUBSTATION,305500,Bicknell,66,90022,CA,Los Angeles County,Unincorporated,-118.1626139,34.03354114
2735,SCE,,CEC,SUBSTATION,310492,Amalia,66,90022,CA,Los Angeles County,Unincorporated,-118.1546498,34.02441084
2736,SCE,,CEC,,,Maywood,66,90201,CA,Los Angeles County,Bell,-118.186159,33.98106055
2737,SCE,,CEC,SUBSTATION,304692,Naomi,,90001,CA,Los Angeles County,Unincorporated,-118.2480049,33.97555785
2738,SCE,,CEC,SUBSTATION,309610,Plaster,66,90280,CA,Los Angeles County,South Gate,-118.1899735,33.95677603
2739,SCE,,CEC,SUBSTATION,305053,Schultz,66,90280,CA,Los Angeles County,South Gate,-118.1774452,33.95347762
2740,SCE,LADWP-S,CEC,TAP,310965,Velasco,,90280,CA,Los Angeles County,South Gate,-118.1660836,33.94641224
2741,SCE,,CEC,SUBSTATION,306300,Shred,,90280,CA,Los Angeles County,South Gate,-118.1750032,33.94534369
2742,SCE,,CEC,SUBSTATION,307248,Graham,,90001,CA,Los Angeles County,Unincorporated,-118.2369151,33.95866685
2743,SCE,,CEC,SUBSTATION,306794,South Gate,66,90280,CA,Los Angeles County,South Gate,-118.213069,33.94710328
2744,SCE,,CEC,SUBSTATION,306210,Lynwood,66,90262,CA,Los Angeles County,Lynwood,-118.2127966,33.92709968
2745,SCE,,CEC,SUBSTATION,305723,Brewster,,90262,CA,Los Angeles County,Lynwood,-118.1880085,33.92066364
2746,SCE,,CEC,SUBSTATION,305604,Athens,,90222,CA,Los Angeles County,Unincorporated,-118.2385643,33.91649613
2747,SCE,,CEC,SUBSTATION,307639,Longdon,66,90221,CA,Los Angeles County,Compton,-118.1956953,33.88177182
2748,SCE,,CEC,SUBSTATION,303795,Hedda,66,90713,CA,Los Angeles County,Lakewood,-118.1176304,33.86680213
2749,SCE,,CEC,SUBSTATION,305993,Hopeful,66,91010,CA,Los Angeles County,Irwindale,-117.9731108,34.1258706
2750,SCE,,CEC,SUBSTATION,302336,Fair Oaks,,91001,CA,Los Angeles County,Unincorporated,-118.1484119,34.19147793
2751,LADWP,LADWP-N,CEC,SUBSTATION,303487,Station 67,66,91352,CA,Los Angeles County,Los Angeles,-118.388532,34.22272085
2752,SCE,,CEC,SUBSTATION,305680,Unknown,66,91506,CA,Los Angeles County,Burbank,-118.3348953,34.18851555
2753,Other,,CEC,SUBSTATION,308563,Unknown,66,91203,CA,Los Angeles County,Glendale,-118.267104,34.15809698
2754,LADWP,,CEC,SUBSTATION,308494,Air Way (Glendale),230,91201,CA,Los Angeles County,Glendale,-118.2801913,34.15779192
2755,Other,,CEC,SUBSTATION,303246,Unknown,66,91204,CA,Los Angeles County,Glendale,-118.2608476,34.14649743
2756,SCE,,CEC,SUBSTATION,301332,Unknown,66,90027,CA,Los Angeles County,Los Angeles,-118.267733,34.11312249
2757,SCE,,CEC,SUBSTATION,303858,Unknown,66,90065,CA,Los Angeles County,Los Angeles,-118.2262352,34.12070019
2758,SCE,,CEC,SUBSTATION,303776,Unknown,66,90065,CA,Los Angeles County,Los Angeles,-118.21442,34.08673267
2759,SCE,,CEC,SUBSTATION,305781,Unknown,66,90042,CA,Los Angeles County,Los Angeles,-118.1893829,34.11393906
2760,SCE,,CEC,SUBSTATION,304496,Compton,,90220,CA,Los Angeles County,Compton,-118.2247208,33.8974341
2761,SCE,,CEC,SUBSTATION,305551,Carbonic,66,90745,CA,Los Angeles County,Carson,-118.2393177,33.82401308
2762,SCE,,CEC,SUBSTATION,310437,Davidson City,66,90810,CA,Los Angeles County,Long Beach,-118.2140953,33.83151973
2763,SCE,,CEC,SUBSTATION,302922,Locust,66,90813,CA,Los Angeles County,Long Beach,-118.1915831,33.78320086
2764,SCE,,CEC,SUBSTATION,302381,Fairfax,66,90046,CA,Los Angeles County,West Hollywood,-118.3608738,34.08994998
2765,SCE,,CEC,SUBSTATION,309001,Pearl,,90405,CA,Los Angeles County,Santa Monica,-118.458565,34.02167221
2766,SCE,,CEC,SUBSTATION,300811,Papermate,66,90404,CA,Los Angeles County,Santa Monica,-118.4659844,34.02976491
2767,SCE,,CEC,SUBSTATION,310395,Sony,,90232,CA,Los Angeles County,Culver City,-118.4022034,34.01504769
2768,SCE,,CEC,SUBSTATION,306473,MWD Venice,66,90230,CA,Los Angeles County,Culver City,-118.4164117,34.01144285
2769,SCE,,CEC,SUBSTATION,308231,Northrop,66,90250,CA,Los Angeles County,Hawthorne,-118.3355132,33.92056244
2770,SCE,,CEC,SUBSTATION,306925,Lawndale,,90260,CA,Los Angeles County,Lawndale,-118.3578663,33.89490858
2771,SCE,,CEC,SUBSTATION,309950,Wesbasin,66,90245,CA,Los Angeles County,El Segundo,-118.3908616,33.90951875
2772,SCE,,CEC,SUBSTATION,302923,Chevcentral,66,90245,CA,Los Angeles County,El Segundo,-118.4115222,33.90937336
2773,SCE,,CEC,SUBSTATION,309813,El Porto,66,90266,CA,Los Angeles County,Manhattan Beach,-118.4098942,33.89530076
2774,SCE,,CEC,SUBSTATION,305720,Perry,,90504,CA,Los Angeles County,Torrance,-118.3483554,33.86598502
2775,SCE,,CEC,SUBSTATION,304731,Redondo,66,90277,CA,Los Angeles County,Redondo Beach,-118.387829,33.84828869
2776,SCE,,CEC,SUBSTATION,304152,Vapor,66,90503,CA,Los Angeles County,Torrance,-118.3300529,33.84816655
2777,SCE,,CEC,SUBSTATION,306116,Bluff Cove,,90275,CA,Los Angeles County,Rancho Palos Verdes,-118.3873419,33.77966215
2778,SCE,,CEC,SUBSTATION,307832,Unknown,,90266,CA,Los Angeles County,Manhattan Beach,-118.3846356,33.89909374
2779,Other,,CEC,SUBSTATION,300324,Canandaiqua Winery,60,93637,CA,Madera County,Unincorporated,-120.1070544,36.92817148
2780,Other,,CEC,,,Schuller,,95988,CA,Glenn County,Unincorporated,-122.2609693,39.53670207
2781,PG&E,,CEC,SUBSTATION,305625,Arkansas,230,95979,CA,Colusa County,Unincorporated,-122.2638437,39.36528231
2782,IID,,CEC,SUBSTATION,305625,Arkansas,161,92233,CA,Imperial County,Unincorporated,-115.4678964,33.13406643
2783,Other,,CEC,SUBSTATION,303604,Cal-Sierra,60,95901,CA,Yuba County,Unincorporated,-121.4421906,39.19443266
2784,Other,,CEC,SUBSTATION,309699,Processing Site,115,95457,CA,Lake County,Unincorporated,-122.433184,38.87413976
2785,Other,,CEC,SUBSTATION,300081,Sacramento Mail (Postal Service),,95691,CA,Yolo County,West Sacramento,-121.5688412,38.56753222
2786,Other,,CEC,SUBSTATION,300651,Formica,,95765,CA,Placer County,Unincorporated,-121.3082231,38.82271105
2787,Other,,CEC,SUBSTATION,308633,Sierra Pine,,95677,CA,Placer County,Rocklin,-121.2174637,38.80092722
2788,Other,,CEC,,306364,Michigan Cal,,95709,CA,El Dorado County,Unincorporated,-120.6775251,38.74019754
2789,Other,,CEC,SUBSTATION,308842,Pw Pipe,60,95682,CA,El Dorado County,Unincorporated,-120.9654797,38.65326453
2790,PG&E,,CEC,,,Santa Rosa B,,95404,CA,Sonoma County,Santa Rosa,-122.7090068,38.44026158
2791,PG&E,North Bay,CEC,SUBSTATION,307357,Oakmont North,230,95409,CA,Sonoma County,Santa Rosa,-122.5838138,38.44282579
2792,PG&E,North Bay,CEC,SUBSTATION,309048,Oakmont South,230,95409,CA,Sonoma County,Santa Rosa,-122.5933435,38.42885652
2793,PG&E,,CEC,SUBSTATION,301574,Parkway,230,94591,CA,Solano County,Vallejo,-122.2091105,38.13818919
2794,PG&E,,CEC,SUBSTATION,301269,Vallejo B,,94590,CA,Solano County,Vallejo,-122.2412249,38.10651968
2795,PG&E,,CEC,SUBSTATION,310037,Vallejo C,,94590,CA,Solano County,Vallejo,-122.2531722,38.09847471
2796,PG&E,,CEC,SUBSTATION,308554,Crockett,,94525,CA,Contra Costa County,Unincorporated,-122.2216993,38.04858913
2797,Other,,CEC,SUBSTATION,303178,Liquid Carbonic Inc.,,95688,CA,Solano County,Vacaville,-121.9535987,38.40796819
2798,PG&E,,CEC,SUBSTATION,304327,Rio Vista,,94571,CA,Solano County,Rio Vista,-121.6965001,38.16004972
2799,Other,,CEC,,,Sebastini Winery (Nathanson),60,95242,CA,San Joaquin County,Unincorporated,-121.3879479,38.13827559
2800,Other,,CEC,SUBSTATION,304932,Woodbridge Winery,60,95220,CA,San Joaquin County,Unincorporated,-121.245421,38.15262823
2801,PG&E,,CEC,,,Trans Bay Cable,,94509,CA,Contra Costa County,Pittsburg,-121.8508717,38.01861691
2802,PG&E,,CEC,SUBSTATION,306024,Sausalito Meter,,94965,CA,Marin County,Unincorporated,-122.4785842,37.83984215
2803,Other,,CEC,SUBSTATION,303683,Msc,115,94806,CA,Contra Costa County,Richmond,-122.3506207,37.99567758
2804,PG&E,,CEC,SUBSTATION,308631,Brookside,60,94806,CA,Contra Costa County,San Pablo,-122.3474106,37.96209566
2805,Other,,CEC,SUBSTATION,300374,Standard Oil 6,115,94801,CA,Contra Costa County,Richmond,-122.3987455,37.94691618
2806,PG&E,,CEC,SUBSTATION,304534,Mira Vista,60,94805,CA,Contra Costa County,Richmond,-122.3246229,37.93855075
2807,PG&E,,CEC,SUBSTATION,308862,Richmond Q,60,94804,CA,Contra Costa County,Richmond,-122.3373506,37.92501343
2808,PG&E,,CEC,SUBSTATION,301532,Virginia,60,94804,CA,Contra Costa County,Richmond,-122.3593914,37.9247241
2809,PG&E,,CEC,SUBSTATION,300438,Waldo,60,94530,CA,Contra Costa County,El Cerrito,-122.3068776,37.90942594
2810,PG&E,,CEC,SUBSTATION,301722,Oak,60,94707,CA,Contra Costa County,Unincorporated,-122.286301,37.90188336
2811,PG&E,,CEC,SUBSTATION,304239,Fairmont,60,94530,CA,Contra Costa County,El Cerrito,-122.2966299,37.9022322
2812,PG&E,,CEC,SUBSTATION,305878,Solano,60,94706,CA,Alameda County,Albany,-122.2922097,37.8908588
2813,PG&E,,CEC,SUBSTATION,303562,Ridge,,94708,CA,Alameda County,Berkeley,-122.2551057,37.88498247
